run_dir	method	molecule	config	seed	episode	n_actions	n_rot	n_cnot	gate_token_counts	rot_qubit_counts	cnot_edge_counts	cnot_src_counts	cnot_targ_counts	qubit_touch_counts	qubits_touched
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16648	3	2	1	"{""CNOT(2->5)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(2->5)"": 1}"	"{""q2"": 1}"	"{""q5"": 1}"	"{""q2"": 1, ""q4"": 1, ""q5"": 2}"	"[""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16649	6	5	1	"{""CNOT(1->0)"": 1, ""RX(q=0)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=1)"": 1, ""RZ(q=3)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(1->0)"": 1}"	"{""q1"": 1}"	"{""q0"": 1}"	"{""q0"": 2, ""q1"": 2, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"[""q0"", ""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16650	5	3	2	"{""CNOT(0->1)"": 1, ""CNOT(0->4)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=3)"": 1}"	"{""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->1)"": 1, ""CNOT(0->4)"": 1}"	"{""q0"": 2}"	"{""q1"": 1, ""q4"": 1}"	"{""q0"": 2, ""q1"": 1, ""q3"": 1, ""q4"": 2, ""q5"": 1}"	"[""q0"", ""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16651	10	5	5	"{""CNOT(1->2)"": 1, ""CNOT(1->3)"": 1, ""CNOT(1->4)"": 1, ""CNOT(4->5)"": 1, ""CNOT(5->1)"": 1, ""RX(q=0)"": 1, ""RX(q=4)"": 2, ""RX(q=5)"": 1, ""RZ(q=5)"": 1}"	"{""q0"": 1, ""q4"": 2, ""q5"": 2}"	"{""CNOT(1->2)"": 1, ""CNOT(1->3)"": 1, ""CNOT(1->4)"": 1, ""CNOT(4->5)"": 1, ""CNOT(5->1)"": 1}"	"{""q1"": 3, ""q4"": 1, ""q5"": 1}"	"{""q1"": 1, ""q2"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""q0"": 1, ""q1"": 4, ""q2"": 1, ""q3"": 1, ""q4"": 4, ""q5"": 4}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16652	8	2	6	"{""CNOT(0->5)"": 1, ""CNOT(1->5)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->5)"": 1, ""CNOT(5->1)"": 1, ""CNOT(5->3)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->5)"": 1, ""CNOT(1->5)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->5)"": 1, ""CNOT(5->1)"": 1, ""CNOT(5->3)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 2, ""q5"": 2}"	"{""q1"": 2, ""q3"": 1, ""q5"": 3}"	"{""q0"": 1, ""q1"": 3, ""q2"": 2, ""q3"": 1, ""q4"": 1, ""q5"": 6}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16653	9	5	4	"{""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(5->1)"": 1, ""CNOT(5->3)"": 1, ""RX(q=1)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=1)"": 1}"	"{""q1"": 2, ""q4"": 1, ""q5"": 2}"	"{""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(5->1)"": 1, ""CNOT(5->3)"": 1}"	"{""q0"": 2, ""q5"": 2}"	"{""q1"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""q0"": 2, ""q1"": 3, ""q3"": 1, ""q4"": 2, ""q5"": 5}"	"[""q0"", ""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16654	16	9	7	"{""CNOT(0->1)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->2)"": 1, ""CNOT(1->4)"": 1, ""CNOT(3->1)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->5)"": 1, ""RX(q=0)"": 3, ""RX(q=3)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RZ(q=2)"": 1, ""RZ(q=3)"": 1, ""RZ(q=4)"": 1}"	"{""q0"": 3, ""q2"": 1, ""q3"": 2, ""q4"": 2, ""q5"": 1}"	"{""CNOT(0->1)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->2)"": 1, ""CNOT(1->4)"": 1, ""CNOT(3->1)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->5)"": 1}"	"{""q0"": 2, ""q1"": 2, ""q3"": 1, ""q4"": 2}"	"{""q1"": 3, ""q2"": 1, ""q4"": 1, ""q5"": 2}"	"{""q0"": 5, ""q1"": 5, ""q2"": 2, ""q3"": 3, ""q4"": 5, ""q5"": 3}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16655	6	5	1	"{""CNOT(0->5)"": 1, ""RX(q=2)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=1)"": 1, ""RY(q=2)"": 1}"	"{""q1"": 1, ""q2"": 2, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->5)"": 1}"	"{""q0"": 1}"	"{""q5"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 2, ""q4"": 1, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16656	6	3	3	"{""CNOT(1->4)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->2)"": 1, ""RX(q=0)"": 1, ""RX(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(1->4)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->2)"": 1}"	"{""q1"": 1, ""q3"": 1, ""q4"": 1}"	"{""q2"": 1, ""q4"": 2}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q3"": 1, ""q4"": 4, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16657	6	1	5	"{""CNOT(0->5)"": 1, ""CNOT(1->0)"": 1, ""CNOT(2->4)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1}"	"{""CNOT(0->5)"": 1, ""CNOT(1->0)"": 1, ""CNOT(2->4)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->5)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q4"": 2}"	"{""q0"": 1, ""q1"": 1, ""q4"": 1, ""q5"": 2}"	"{""q0"": 2, ""q1"": 2, ""q2"": 1, ""q4"": 4, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16658	3	1	2	"{""CNOT(1->0)"": 1, ""CNOT(4->5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1}"	"{""CNOT(1->0)"": 1, ""CNOT(4->5)"": 1}"	"{""q1"": 1, ""q4"": 1}"	"{""q0"": 1, ""q5"": 1}"	"{""q0"": 1, ""q1"": 1, ""q4"": 2, ""q5"": 1}"	"[""q0"", ""q1"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16659	8	4	4	"{""CNOT(0->1)"": 1, ""CNOT(2->3)"": 1, ""CNOT(4->2)"": 1, ""CNOT(5->0)"": 1, ""RX(q=2)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RZ(q=5)"": 1}"	"{""q2"": 1, ""q4"": 1, ""q5"": 2}"	"{""CNOT(0->1)"": 1, ""CNOT(2->3)"": 1, ""CNOT(4->2)"": 1, ""CNOT(5->0)"": 1}"	"{""q0"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q3"": 1}"	"{""q0"": 2, ""q1"": 1, ""q2"": 3, ""q3"": 1, ""q4"": 2, ""q5"": 3}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16660	6	4	2	"{""CNOT(4->1)"": 1, ""CNOT(5->4)"": 1, ""RX(q=2)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q2"": 1, ""q4"": 2, ""q5"": 1}"	"{""CNOT(4->1)"": 1, ""CNOT(5->4)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""q1"": 1, ""q4"": 1}"	"{""q1"": 1, ""q2"": 1, ""q4"": 4, ""q5"": 2}"	"[""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16661	7	4	3	"{""CNOT(0->1)"": 1, ""CNOT(0->2)"": 1, ""CNOT(5->1)"": 1, ""RY(q=2)"": 1, ""RY(q=3)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q2"": 1, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->1)"": 1, ""CNOT(0->2)"": 1, ""CNOT(5->1)"": 1}"	"{""q0"": 2, ""q5"": 1}"	"{""q1"": 2, ""q2"": 1}"	"{""q0"": 2, ""q1"": 2, ""q2"": 2, ""q3"": 1, ""q4"": 1, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16662	30	18	12	"{""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->2)"": 1, ""CNOT(1->4)"": 1, ""CNOT(2->5)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->0)"": 1, ""CNOT(4->5)"": 1, ""CNOT(5->0)"": 1, ""CNOT(5->3)"": 1, ""CNOT(5->4)"": 2, ""RX(q=0)"": 1, ""RX(q=1)"": 1, ""RX(q=4)"": 2, ""RX(q=5)"": 2, ""RY(q=1)"": 3, ""RY(q=3)"": 1, ""RY(q=4)"": 2, ""RY(q=5)"": 2, ""RZ(q=0)"": 1, ""RZ(q=4)"": 1, ""RZ(q=5)"": 2}"	"{""q0"": 2, ""q1"": 4, ""q3"": 1, ""q4"": 5, ""q5"": 6}"	"{""CNOT(0->4)"": 1, ""CNOT(0->5)"": 1, ""CNOT(1->2)"": 1, ""CNOT(1->4)"": 1, ""CNOT(2->5)"": 1, ""CNOT(3->4)"": 1, ""CNOT(4->0)"": 1, ""CNOT(4->5)"": 1, ""CNOT(5->0)"": 1, ""CNOT(5->3)"": 1, ""CNOT(5->4)"": 2}"	"{""q0"": 2, ""q1"": 2, ""q2"": 1, ""q3"": 1, ""q4"": 2, ""q5"": 4}"	"{""q0"": 2, ""q2"": 1, ""q3"": 1, ""q4"": 5, ""q5"": 3}"	"{""q0"": 6, ""q1"": 6, ""q2"": 2, ""q3"": 3, ""q4"": 12, ""q5"": 13}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16663	7	2	5	"{""CNOT(0->3)"": 1, ""CNOT(1->3)"": 1, ""CNOT(4->0)"": 1, ""CNOT(4->2)"": 1, ""CNOT(5->4)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->3)"": 1, ""CNOT(1->3)"": 1, ""CNOT(4->0)"": 1, ""CNOT(4->2)"": 1, ""CNOT(5->4)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q4"": 2, ""q5"": 1}"	"{""q0"": 1, ""q2"": 1, ""q3"": 2, ""q4"": 1}"	"{""q0"": 2, ""q1"": 1, ""q2"": 1, ""q3"": 2, ""q4"": 4, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16664	5	3	2	"{""CNOT(0->5)"": 1, ""CNOT(1->3)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RZ(q=4)"": 1}"	"{""q4"": 2, ""q5"": 1}"	"{""CNOT(0->5)"": 1, ""CNOT(1->3)"": 1}"	"{""q0"": 1, ""q1"": 1}"	"{""q3"": 1, ""q5"": 1}"	"{""q0"": 1, ""q1"": 1, ""q3"": 1, ""q4"": 2, ""q5"": 2}"	"[""q0"", ""q1"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16665	34	14	20	"{""CNOT(0->3)"": 1, ""CNOT(1->0)"": 3, ""CNOT(1->4)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->3)"": 1, ""CNOT(3->2)"": 2, ""CNOT(4->1)"": 1, ""CNOT(4->2)"": 1, ""CNOT(5->0)"": 1, ""CNOT(5->1)"": 3, ""CNOT(5->2)"": 2, ""CNOT(5->3)"": 1, ""CNOT(5->4)"": 2, ""RX(q=0)"": 1, ""RX(q=4)"": 3, ""RX(q=5)"": 1, ""RY(q=0)"": 1, ""RY(q=1)"": 2, ""RY(q=4)"": 3, ""RZ(q=1)"": 1, ""RZ(q=2)"": 1, ""RZ(q=3)"": 1}"	"{""q0"": 2, ""q1"": 3, ""q2"": 1, ""q3"": 1, ""q4"": 6, ""q5"": 1}"	"{""CNOT(0->3)"": 1, ""CNOT(1->0)"": 3, ""CNOT(1->4)"": 1, ""CNOT(2->1)"": 1, ""CNOT(2->3)"": 1, ""CNOT(3->2)"": 2, ""CNOT(4->1)"": 1, ""CNOT(4->2)"": 1, ""CNOT(5->0)"": 1, ""CNOT(5->1)"": 3, ""CNOT(5->2)"": 2, ""CNOT(5->3)"": 1, ""CNOT(5->4)"": 2}"	"{""q0"": 1, ""q1"": 4, ""q2"": 2, ""q3"": 2, ""q4"": 2, ""q5"": 9}"	"{""q0"": 4, ""q1"": 5, ""q2"": 5, ""q3"": 3, ""q4"": 3}"	"{""q0"": 7, ""q1"": 12, ""q2"": 8, ""q3"": 6, ""q4"": 11, ""q5"": 10}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16666	3	2	1	"{""CNOT(2->4)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(2->4)"": 1}"	"{""q2"": 1}"	"{""q4"": 1}"	"{""q2"": 1, ""q4"": 2, ""q5"": 1}"	"[""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16667	5	4	1	"{""CNOT(3->2)"": 1, ""RX(q=2)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=2)"": 1}"	"{""q2"": 2, ""q4"": 1, ""q5"": 1}"	"{""CNOT(3->2)"": 1}"	"{""q3"": 1}"	"{""q2"": 1}"	"{""q2"": 3, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"[""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16668	8	3	5	"{""CNOT(2->1)"": 1, ""CNOT(2->4)"": 1, ""CNOT(3->1)"": 1, ""CNOT(4->0)"": 1, ""CNOT(5->4)"": 1, ""RX(q=2)"": 1, ""RY(q=3)"": 1, ""RY(q=5)"": 1}"	"{""q2"": 1, ""q3"": 1, ""q5"": 1}"	"{""CNOT(2->1)"": 1, ""CNOT(2->4)"": 1, ""CNOT(3->1)"": 1, ""CNOT(4->0)"": 1, ""CNOT(5->4)"": 1}"	"{""q2"": 2, ""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""q0"": 1, ""q1"": 2, ""q4"": 2}"	"{""q0"": 1, ""q1"": 2, ""q2"": 3, ""q3"": 2, ""q4"": 3, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16669	4	2	2	"{""CNOT(0->2)"": 1, ""CNOT(5->1)"": 1, ""RX(q=5)"": 1, ""RY(q=4)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->2)"": 1, ""CNOT(5->1)"": 1}"	"{""q0"": 1, ""q5"": 1}"	"{""q1"": 1, ""q2"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 2}"	"[""q0"", ""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16670	6	3	3	"{""CNOT(0->4)"": 1, ""CNOT(2->4)"": 1, ""CNOT(5->4)"": 1, ""RX(q=0)"": 1, ""RY(q=4)"": 1, ""RY(q=5)"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->4)"": 1, ""CNOT(2->4)"": 1, ""CNOT(5->4)"": 1}"	"{""q0"": 1, ""q2"": 1, ""q5"": 1}"	"{""q4"": 3}"	"{""q0"": 2, ""q2"": 1, ""q4"": 4, ""q5"": 2}"	"[""q0"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16671	5	2	3	"{""CNOT(0->4)"": 1, ""CNOT(1->4)"": 1, ""CNOT(2->1)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1}"	"{""q4"": 1, ""q5"": 1}"	"{""CNOT(0->4)"": 1, ""CNOT(1->4)"": 1, ""CNOT(2->1)"": 1}"	"{""q0"": 1, ""q1"": 1, ""q2"": 1}"	"{""q1"": 1, ""q4"": 2}"	"{""q0"": 1, ""q1"": 2, ""q2"": 1, ""q4"": 3, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16672	3	1	2	"{""CNOT(5->0)"": 1, ""CNOT(5->4)"": 1, ""RX(q=5)"": 1}"	"{""q5"": 1}"	"{""CNOT(5->0)"": 1, ""CNOT(5->4)"": 1}"	"{""q5"": 2}"	"{""q0"": 1, ""q4"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 3}"	"[""q0"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16673	7	3	4	"{""CNOT(0->2)"": 1, ""CNOT(0->5)"": 1, ""CNOT(4->1)"": 1, ""CNOT(5->4)"": 1, ""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RY(q=3)"": 1}"	"{""q3"": 1, ""q4"": 1, ""q5"": 1}"	"{""CNOT(0->2)"": 1, ""CNOT(0->5)"": 1, ""CNOT(4->1)"": 1, ""CNOT(5->4)"": 1}"	"{""q0"": 2, ""q4"": 1, ""q5"": 1}"	"{""q1"": 1, ""q2"": 1, ""q4"": 1, ""q5"": 1}"	"{""q0"": 2, ""q1"": 1, ""q2"": 1, ""q3"": 1, ""q4"": 3, ""q5"": 3}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16674	10	5	5	"{""CNOT(1->0)"": 1, ""CNOT(1->2)"": 1, ""CNOT(3->2)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->2)"": 1, ""RX(q=2)"": 1, ""RX(q=4)"": 2, ""RY(q=5)"": 1, ""RZ(q=0)"": 1}"	"{""q0"": 1, ""q2"": 1, ""q4"": 2, ""q5"": 1}"	"{""CNOT(1->0)"": 1, ""CNOT(1->2)"": 1, ""CNOT(3->2)"": 1, ""CNOT(4->1)"": 1, ""CNOT(4->2)"": 1}"	"{""q1"": 2, ""q3"": 1, ""q4"": 2}"	"{""q0"": 1, ""q1"": 1, ""q2"": 3}"	"{""q0"": 2, ""q1"": 3, ""q2"": 4, ""q3"": 1, ""q4"": 4, ""q5"": 1}"	"[""q0"", ""q1"", ""q2"", ""q3"", ""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16675	3	3	0	"{""RY(q=4)"": 1, ""RY(q=5)"": 1, ""RZ(q=4)"": 1}"	"{""q4"": 2, ""q5"": 1}"	{}	{}	{}	"{""q4"": 2, ""q5"": 1}"	"[""q4"", ""q5""]"
/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	16676	4	4	0	"{""RX(q=4)"": 1, ""RX(q=5)"": 1, ""RZ(q=0)"": 1, ""RZ(q=5)"": 1}"	"{""q0"": 1, ""q4"": 1, ""q5"": 2}"	{}	{}	{}	"{""q0"": 1, ""q4"": 1, ""q5"": 2}"	"[""q0"", ""q4"", ""q5""]"
